"","equipment","manufacturer","engine_type","engines_amount","takeoff_max_weight..Lbs.","seatings_amount","year_manufacture","registration_category","registration_aviation","operation_phase","type_operation","fu","occuence_year","classification"
"1652","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3968,1,1981,"SAE-AG","AGRICULTURAL","LANDING","AGRICULTURAL","RS",2014,"SERIOUS INCIDENT"
"1653","AIRPLANE","BEECH AIRCRAFT","PISTON",2,5399,6,1984,"TPP","PRIVATE","FINAL APPROXIMATION","PRIVATE","GO",2014,"SERIOUS INCIDENT"
"1654","AIRPLANE","PIPER AIRCRAFT","TURBOPROP",2,8999,8,1982,"TPP","PRIVATE","LANDING","PRIVATE","MA",2014,"SERIOUS INCIDENT"
"1655","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,3800,6,1979,"TPP","PRIVATE","RUN AFTER LANDING","PRIVATE","MT",2014,"SERIOUS INCIDENT"
"1656","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3968,1,1994,"SAE-AG","AGRICULTURAL","SPECIALIZED","AGRICULTURAL","MS",2014,"ACCIDENT"
"1657","AIRPLANE","PIPER AIRCRAFT","PISTON",1,1948,2,1973,"PRI","INSTRUCTION","MANEUVER","INSTRUCTION","SP",2014,"ACCIDENT"
"1658","AIRPLANE","PIPER AIRCRAFT","PISTON",1,2899,4,1974,"TPP","PRIVATE","TAKEOFF","PRIVATE","PA",2014,"ACCIDENT"
"1659","AIRPLANE","EMBRAER","PISTON",2,4570,7,1979,"TPP","PRIVATE","RUN AFTER LANDING","PRIVATE","SP",2014,"ACCIDENT"
"1660","AIRPLANE","CESSNA AIRCRAFT","JET",2,10599,0,2005,"TPP","PRIVATE","RUN AFTER LANDING","PRIVATE","GO",2014,"ACCIDENT"
"1661","ULTRALIGHT","***","PISTON",1,1322,2,2007,"PET","EXPERIMENTAL","LANDING","EXPERIMENTAL","SC",2014,"ACCIDENT"
"1662","AIRPLANE","TWIN COMMANDER","TURBOPROP",2,11199,9,1982,"TPP","PRIVATE","RUN AFTER LANDING","PRIVATE","SP",2014,"SERIOUS INCIDENT"
"1663","AIRPLANE","CESSNA AIRCRAFT","PISTON",2,5299,6,1974,"TPP","PRIVATE","RUN AFTER LANDING","PRIVATE","MT",2014,"SERIOUS INCIDENT"
"1664","AIRPLANE","PIPER AIRCRAFT","PISTON",1,4799,1,1981,"SAE-AG","AGRICULTURAL","LANDING","AGRICULTURAL","SP",2014,"ACCIDENT"
"1665","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",2,4750,6,1983,"TPX","AEROTAXI","RUN AFTER LANDING","AEROTAXI","AM",2014,"SERIOUS INCIDENT"
"1666","AIRPLANE","EMBRAER","PISTON",2,4570,7,1978,"TPP","PRIVATE","CRUISE","PRIVATE","SP",2014,"ACCIDENT"
"1667","AIRPLANE","CESSNA AIRCRAFT","PISTON",2,6849,0,0,"TPX","AEROTAXI","LANDING","AEROTAXI","SC",2014,"ACCIDENT"
"1668","GLIDER","INDÚSTRIA PARANAENSE DE ESTRUTURAS","WITHOUT TRACTION",0,617,1,1983,"PRI","INSTRUCTION","TAKEOFF","INSTRUCTION","RS",2014,"ACCIDENT"
"1669","AIRPLANE","AERO BOERO","PISTON",1,1860,3,1990,"PRI","INSTRUCTION","TAKEOFF","INSTRUCTION","RS",2014,"ACCIDENT"
"1670","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,2649,4,1976,"TPP","PRIVATE","CRUISE","PRIVATE","RS",2014,"ACCIDENT"
"1671","AMPHIBIOUS","CESSNA AIRCRAFT","TURBOPROP",1,8000,10,1998,"TPX","AEROTAXI","RUN AFTER LANDING","AEROTAXI","AM",2014,"ACCIDENT"
"1672","AIRPLANE","BEECH AIRCRAFT","PISTON",1,3648,6,1984,"TPP","PRIVATE","LANDING","PRIVATE","SP",2014,"ACCIDENT"
"1673","AIRPLANE","AERO BOERO","PISTON",1,1697,2,1987,"PRI","INSTRUCTION","TAKEOFF","INSTRUCTION","RS",2014,"ACCIDENT"
"1674","AIRPLANE","FLYER INDUSTRIA AERONAUTICA LTDA","PISTON",1,2698,0,0,"PET","EXPERIMENTAL","LANDING","PRIVATE","SE",2014,"ACCIDENT"
"1675","AIRPLANE","BEECH AIRCRAFT","PISTON",2,5500,0,0,"TPP","PRIVATE","RUN AFTER LANDING","PRIVATE","RS",2014,"SERIOUS INCIDENT"
"1676","AIRPLANE","CESSNA AIRCRAFT","JET",2,8644,6,2010,"TPP","PRIVATE","LANDING","PRIVATE","MG",2014,"SERIOUS INCIDENT"
"1677","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,1600,2,1976,"TPP","PRIVATE","ASCENSION","PRIVATE","GO",2014,"SERIOUS INCIDENT"
"1678","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,2200,4,0,"TPP","PRIVATE","CRUISE","PRIVATE","CE",2014,"SERIOUS INCIDENT"
"1679","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,3600,6,1971,"TPP","PRIVATE","CRUISE","PRIVATE","AM",2014,"ACCIDENT"
